group_slug,group_title,query,rank,title,url,domain,score,content,is_probably_paper
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),multimodal single-cell integration CITE-seq ATAC-seq geometry NeurIPS ICML 2024 2025,7,Target identification and assessment in the era of AI - Nature,https://www.nature.com/articles/s41573-026-01412-8,www.nature.com,0.938124,"CAS  PubMed  PubMed Central   Google Scholar
118. Lindenbaum, O., Stanley, J., Wolf, G. & Krishnaswamy, S. Geometry based data generation. In Advances in Neural Information Processing Systems Vol. 31, 1405–1416 (NeurIPS, 2018).
119. Zinati, Y., Takiddeen, A. & Emad, A. GRouNdGAN: GRN-guided simulation of single-cell RNA-seq data using causal generative adversarial networks. Nat. Commun. 15, 4055 (2024).

     CAS  PubMed  PubMed Central   Google Scholar
120. Lotfollahi, M., Wolf, F. A. & Theis, F. J. scGen predicts single-cell perturbation responses. Nat. Methods 16, 715–721 (2019). [...] CAS  PubMed   Google Scholar
203. Chen, T., Philip, M., Le Cao, K. A. & Tyagi, S. A multi-modal data harmonisation approach for discovery of COVID-19 drug targets. Brief. Bioinform 22, bbab185 (2021).

     PubMed  PubMed Central   Google Scholar
204. Chaudhary, K., Poirion, O. B., Lu, L. & Garmire, L. X. Deep Learning-based multi-omics integration robustly predicts survival in liver cancer. Clin. Cancer Res. 24, 1248–1259 (2018).

     CAS  PubMed   Google Scholar
205. Hao, Y. et al. Integrated analysis of multimodal single-cell data. Cell 184, 3573–3587.e29 (2021).

     CAS  PubMed  PubMed Central   Google Scholar
206. Elbadawi, M., Gaisford, S. & Basit, A. W. Advanced machine-learning techniques in drug discovery. Drug. Discov. Today 26, 769–777 (2021). [...] Google Scholar
199. Oprea, T. I. et al. Unexplored therapeutic opportunities in the human genome. Nat. Rev. Drug. Discov. 17, 317–332 (2018).

     CAS  PubMed  PubMed Central   Google Scholar
200. Picard, M., Scott-Boyer, M. P., Bodein, A., Périn, O. & Droit, A. Integration strategies of multi-omics data for machine learning analysis. Comput. Struct. Biotechnol. J. 19, 3735–3746 (2021).

     CAS  PubMed  PubMed Central   Google Scholar
201. Adossa, N., Khan, S., Rytkönen, K. T. & Elo, L. L. Computational strategies for single-cell multi-omics integration. Comput. Struct. Biotechnol. J. 19, 2588–2596 (2021).

     CAS  PubMed  PubMed Central   Google Scholar
202. Acosta, J. N., Falcone, G. J., Rajpurkar, P. & Topol, E. J. Multimodal biomedical AI. Nat. Med. 28, 1773–1784 (2022).",False
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),cell state alignment trajectory smoothing geometric learning 2024 2025,6,NeurIPS Poster GSAlign: Geometric and Semantic Alignment Network for Aerial-Ground Person Re-Identification,https://neurips.cc/virtual/2025/poster/117136,neurips.cc,0.92683524,"and semantic misalignment in aerial-ground matching: a Learnable Thin Plate Spline (LTPS) Transformation Module and a Dynamic Alignment Module (DAM). The LTPS module adaptively warps pedestrian features based on a set of learned keypoints, effectively compensating for geometric variations caused by extreme viewpoint changes. In parallel, the DAM estimates visibility-aware representation masks that highlight visible body regions at the semantic level, thereby alleviating the negative impact of occlusions and partial observations in cross-view correspondence. Extensive experiments on the challenging CARGO benchmark demonstrate the effectiveness of GSAlign, achieving significant improvements of +18.8\% in mAP and +16.8\% in Rank-1 accuracy over previous state-of-the-art methods. [...] Skip to yearly menu bar

## Main Navigation

conference_logo

 NeurIPS 
  + Code of Ethics  

  + Code of Conduct  

  + Create Profile  

  + Journal To Conference Track  

  + Diversity & Inclusion  

  + Proceedings  

  + Future Meetings  

  + Press  

  + Exhibitor Information  

  + Contact NeurIPS  

  + Help/FAQ  

  + Privacy Policy  

  + Downloads
 My Stuff

 Login

Poster  Fri, Dec 5, 2025 • 11:00 AM – 2:00 PM PST

# GSAlign: Geometric and Semantic Alignment Network for Aerial-Ground Person Re-Identification

Qiao Li ⋅ Jie Li ⋅ Yukang Zhang ⋅ Lei Tan ⋅ Jing Chen ⋅ Jiayi Ji

 [Slides]     [Poster]     [OpenReview]

### Abstract [...] ### Video

Chat is not available.

Successful Page Load

| NeurIPS uses cookies for essential functions only. We do not sell your personal information. Our Privacy Policy » |  |",True
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),single-cell flow estimation optimal transport developmental biology 2024 2025,9,Trajectory inference for aging time courses of single-cell snapshots,https://www.biorxiv.org/content/10.64898/2025.12.18.694987v1.full-text,www.biorxiv.org,0.92523,"In this work, we propose a novel TI method specifically designed to reconstruct debiased cell trajectories at all ages in these time courses simultaneously. Our",False
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell data denoising imputation optimal transport 2024 2025 NeurIPS ICML,5,Machine Learning Sep 2025 - arXiv,https://www.arxiv.org/list/cs.LG/2025-09?skip=875&show=500,www.arxiv.org,0.9224824,"Xiaochuan Gong, Jie Hao, Mingrui Liu

    Comments: NeurIPS 2025

    Subjects: Machine Learning (cs.LG); Optimization and Control (math.OC)

 arXiv:2509.15400 [pdf, html, other]
:   Title: Exploring multimodal implicit behavior learning for vehicle navigation in simulated cities

    Eric Aislan Antonelo, Gustavo Claudio Karl Couto, Christian Möller

    Comments: ENIAC conference

    Subjects: Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Robotics (cs.RO)

 arXiv:2509.15420 [pdf, html, other]
:   Title: Top-$k$ Feature Importance Ranking

    Yuxi Chen, Tiffany Tang, Genevera Allen

    Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

 arXiv:2509.15429 [pdf, html, other]
:   Title: Random Matrix Theory-guided sparse PCA for single-cell RNA-seq data [...] Zihao Feng, Xiaoxue Wang, Bowen Wu, Hailong Cao, Tiejun Zhao, Qun Yu, Baoxun Wang

    Subjects: Machine Learning (cs.LG); Computation and Language (cs.CL)

 arXiv:2509.14722 [pdf, html, other]
:   Title: Towards Pre-trained Graph Condensation via Optimal Transport

    Yeyu Yan, Shuai Zheng, Wenjun Hui, Xiangkai Zhu, Dong Chen, Zhenfeng Zhu, Yao Zhao, Kunlun He

    Subjects: Machine Learning (cs.LG)

 arXiv:2509.14723 [pdf, html, other]
:   Title: Transcoder-based Circuit Analysis for Interpretable Single-Cell Foundation Models

    Sosuke Hosokawa, Toshiharu Kawakami, Satoshi Kodera, Masamichi Ito, Norihiko Takeda

    Subjects: Machine Learning (cs.LG)

 arXiv:2509.14724 [pdf, html, other]
:   Title: One-step Multi-view Clustering With Adaptive Low-rank Anchor-graph Learning [...] arXiv:2509.14444 [pdf, html, other]
:   Title: FedAVOT: Exact Distribution Alignment in Federated Learning via Masked Optimal Transport

    Herlock (SeyedAbolfazl)Rahimi, Dionysis Kalogerias

    Comments: 5 pages, 1 figure, ICASSP

    Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

 arXiv:2509.14472 [pdf, html, other]
:   Title: H-Alpha Anomalyzer: An Explainable Anomaly Detector for Solar H-Alpha Observations

    Mahsa Khazaei, Azim Ahmadzadeh, Alexei Pevtsov, Luca Bertello, Alexander Pevtsov

    Subjects: Machine Learning (cs.LG); Instrumentation and Methods for Astrophysics (astro-ph.IM); Solar and Stellar Astrophysics (astro-ph.SR)

 arXiv:2509.14488 [pdf, html, other]
:   Title: Decentralized Optimization with Topology-Independent Communication",False
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),single-cell multi-omics alignment optimal transport manifold 2024 2025 bioinformatics,10,Securing diagonal integration of multimodal single-cell data against ...,https://academic.oup.com/bioinformatics/article/41/6/btaf345/8162456,academic.oup.com,0.6859495,A novel diagnostic method designed to detect potential artificial integrations resulting from ambiguous mappings in diagonal data integration.,True
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),geodesic inference single-cell manifold developmental trajectory 2024 2025 theory,1,Generating and navigating single cell dynamics via a geodesic bridge between nonlinear transcriptional and linear latent manifolds,https://www.biorxiv.org/content/10.64898/2026.03.31.715478v1.full.pdf,www.biorxiv.org,0.6271529,"Transcriptomics Applied to Embryonic Stem Cells.  Cell  161 ,

1187 –1201 (2015). 

2.  Hackenberg, M., Canal Guitart, L., Backofen, R. & Binder, H. 

Evaluating discrepancies in dimensionality reduction for time -

series single -cell RNA -sequencing data.  Briefings in 

Bioinformatics  26 , bbaf287 (2025). 

3.  Schiebinger, G.  et al.  Optimal -Transport Analysis of Single -Cell 

Gene Expression Identifies Developmental Trajectories in 

Reprogramming.  Cell  176 , 928 -943.e22 (2019). 

4.  Klein, D.  et al.  Mapping cells through time and space with 

moscot.  Nature  638 , 1065 –1075 (2025). 

5.  Tronstad, M., Karlsson, J. & Dahlin, J. S. MultistageOT: 

Multistage optimal transport infers trajectories from a snapshot 

of single -cell data. Preprint at 

 (2025). [...] Manifold Interpolation. Preprint at 

 (2025). 

20.  Diepeveen, W. & Needell, D. Manifold Learning with 

Normalizing Flows: Towards Regularity, Expressivity and Iso -

Riemannian Geometry. Preprint at 

 (2025). 

> .CC-BY-NC-ND 4.0 International license available under a was not certified by peer review) is the author/funder, who has granted bioRxiv a license to display the preprint in perpetuity. It is made The copyright holder for this preprint (which this version posted April 2, 2026. ; doi: bioRxiv preprint

21.  Huguet, G.  et al.  Manifold Interpolating Optimal -Transport 

Flows for Trajectory Inference. Preprint at 

 (2022). 

22.  Ardizzone, L.  et al.  Framework for Easily Invertible Architectures 

(FrEIA). (2018). [...] Modeling Cellular Dynamics. Preprint at 

 (2020). 

15.  Sha, Y., Qiu, Y., Zhou, P. & Nie, Q. Reconstructing growth and 

dynamic trajectories from single -cell transcriptomics data.  Nat 

Mach Intell  6, 25 –39 (2023). 

16.  Zhang, Z., Li, T. & Zhou, P. Learning stochastic dynamics from 

snapshots through regularized unbalanced optimal transport. 

Preprint at  (2025). 

17.  Yao, Z., Su, J. & Yau, S. -T. Manifold fitting with CycleGAN.  Proc. 

Natl. Acad. Sci. U.S.A.  121 , e2311436121 (2024). 

18.  Pooladian, A. -A., Domingo -Enrich, C., Chen, R. T. Q. & Amos, B. 

Neural Optimal Transport with Lagrangian Costs. Preprint at 

 (2024). 

19.  Palma, A., Rybakov, S., Hetzel, L., Günnemann, S. & Theis, F. J. 

Enforcing Latent Euclidean Geometry in Single -Cell VAEs for",False
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),zero-inflated negative binomial single-cell denoising 2024 2025 bioinformatics,1,Denoising Single-Cell RNA-Seq Data with a Deep Learning ...,https://www.biorxiv.org/content/10.1101/2025.05.20.655104v1.full-text,www.biorxiv.org,0.5818027,"To overcome these issues, we present ZILLNB, a novel computational framework that integrates zero-inflated negative binomial regression with deep generative",False
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),cross-modality single-cell alignment graph matching optimal transport 2024 2025,1,SpateCV: cross-modality alignment regularization of cell types ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC12574271/,pmc.ncbi.nlm.nih.gov,0.5335682,A unified computational framework for single-cell data integration with optimal transport. ... Learning latent embedding of multi-modal single cell data and cross,True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),zero-inflated negative binomial single-cell denoising 2024 2025 bioinformatics,2,Representation learning of single-cell RNA-seq data - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC12990802/,pmc.ncbi.nlm.nih.gov,0.52422476,"Several modifications of these pretraining setups have been proposed. In read-depth-aware pretraining, introduced in scFoundation and adapted by scPRINT (Kalfon et al. 2025), the input may consist of downsampled counts, and the task is to reconstruct the original counts. This is signaled to the model by a special token that encodes the desired total number of counts in the output. Some methods combine masked reconstruction with additional supervised loss terms for predicting cell type or other cell metadata (e.g., scMulan and scPRINT) or sequencing technology (e.g., TranscriptFormer). Others use Poisson (TranscriptFormer) or zero-inflated negative binomial (scPRINT) likelihoods to account for count data statistics. [...] 72. Pearce JD, Simmonds SE, Mahmoudabadi G, Krishnan L, Palla G, Istrate A-M, Tarashansky A, Nelson B, Valenzuela O, Li D, et al. 2025. A cross-species generative cell atlas across 1.5 billion years of evolution: the TranscriptFormer single-cell model. bioRxiv 10.1101/2025.04.25.650731 [DOI]
73. Pearson K. 1901. On lines and planes of closest fit to systems of points in space. Lond Edinb Dubl Phil Mag J Sci 2: 559–572. 10.1080/14786440109462720 [DOI] [Google Scholar]
74. Pierson E, Yau C. 2015. ZIFA: dimensionality reduction for zero-inflated single-cell gene expression analysis. Genome Biol 16: 241. 10.1186/s13059-015-0805-z [DOI] [PMC free article] [PubMed] [Google Scholar] [...] 29. Elyanow R, Dumitrascu B, Engelhardt BE, Raphael BJ. 2020. netNMF-Sc: leveraging gene–gene interactions for imputation and dimensionality reduction in single-cell expression analysis. Genome Res 30: 195–204. 10.1101/gr.251603.119 [DOI] [PMC free article] [PubMed] [Google Scholar]
30. Eraslan G, Simon LM, Mircea M, Mueller NS, Theis FJ. 2019. Single-cell RNA-seq denoising using a deep count autoencoder. Nat Commun 10: 390. 10.1038/s41467-018-07931-2 [DOI] [PMC free article] [PubMed] [Google Scholar]
31. Fang Z, Zheng R, Li M. 2024. scMAE: a masked autoencoder for single-cell RNA-seq clustering. Bioinformatics 40: btae020. 10.1093/bioinformatics/btae020 [DOI] [PMC free article] [PubMed] [Google Scholar]",True
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),cell atlas integration correspondence matching spatial transcriptomics 2024 2025,2,Integrating single-cell and spatial transcriptomics reveals the cellular heterogeneity of vestibular schwannoma | npj Precision Oncology,https://www.nature.com/articles/s41698-025-01028-y,www.nature.com,0.52290934,"### Cell type decomposition

To spatially resolve cell-type distributions across histological structures, we performed reference-guided deconvolution of the ST data using our integrated scRNA-seq dataset as a cellular atlas. Through application of RCTD25.""), we systematically mapped cell-type signatures from the scRNA-seq reference to spatially resolve transcriptomic profiles.

### Gene ontology (GO) [...] (2024).""),42 growth factor: a key player in cancer progression and a promising therapeutic target. Oncogene 39, 2040–2054 (2020).""),43.""),44.""). [...] To identify compositional cluster ecotypes, we applied the ISCHIA (Identifying Spatial Co-occurrence in Healthy and InflAmed tissues; v.1.0.0.0) algorithm implemented26. Mol. Syst. Biol. 20, 98–119 (2024).""). The optimal number of clusters (k) was determined to be five, using the elbow method on the mean cluster variance plot over a range of k from 2–30. PCA was used for dimensionality reduction before inputting visium data into ISCHIA. The Composition.cluster() function was then applied to the PCA dimensions of the gene expression spots. This function grouped the spots into ten distinct clusters, each representing a unique cellular composition. These clusters, or “spatial ecotypes”, were identified based on the principle that functionally related cell types tend to co-occur in specific",False
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),single-cell sparsity handling variational inference probabilistic model 2024 2025,8,Sample continuation in Bayesian hierarchical model via variational ...,https://arxiv.org/html/2604.15469v1,arxiv.org,0.5117166,"To track the change in the posterior, we adopt particle based variational inference methods, specifically Stein Variational Gradient Descent (SVGD). SVGD",True
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),cell atlas integration correspondence matching spatial transcriptomics 2024 2025,3,Integrated single-cell transcriptomic atlas of human gastric and colorectal tissues across diverse phenotypes | Scientific Data,https://www.nature.com/articles/s41597-026-07108-3,www.nature.com,0.49187145,"Google Scholar
50. Luecken, M. D. et al. Benchmarking atlas-level data integration in single-cell genomics. Nature Methods 19, 41–50,  (2022).

    Google Scholar
51. Tsubosaka, A. et al. Stomach encyclopedia: Combined single-cell and spatial transcriptomics reveal cell diversity and homeostatic regulation of human stomach. Cell Rep. 42, 113236,  (2023).

    Google Scholar
52. Li, Y. et al. CAF-macrophage crosstalk in tumour microenvironments governs the response to immune checkpoint blockade in gastric cancer peritoneal metastases. Gut 74, 350,  (2025).

    Google Scholar
53. Elmentaite, R. et al. Cells of the human intestinal tract mapped across space and time. Nature 597, 250–255,  (2021). [...] Google Scholar
57. Zappia, L. & Lun, A. zellkonverter: Conversion Between scRNA-seq Objects. R package version 1.19.0,  (2025).
58. Cannoodt, R., Zappia, L., Morgan, M. & Deconinck, L. anndataR: AnnData interoperability in R. R package version 0.99.0,  (2025).
59. Go, Y., Uesugi, A. & Lim, S. B. Cross-phenotype single-cell transcriptomic atlas of the human gastrointestinal tract.  (2025).
60. Wang, Y., Song, W., Yu, S., Liu, Y. & Chen, Y.-G. Intestinal cellular heterogeneity and disease development revealed by single-cell technology. Cell Regen 11, 26,  (2022). [...] Google Scholar
90. Nurieva, R. I. et al. Bcl6 Mediates the Development of T Follicular Helper Cells. Science 325, 1001–1005,  (2009).

    Google Scholar
91. Shi, S. et al. CXCR6 defines therapeutic subtypes of CD4+ cytotoxic T cell lineage for adoptive cell transfer therapy in pediatric B cell acute lymphoblastic leukemia. Int. Immunopharmacol. 132, 111972,  (2024).

    Google Scholar
92. Lan, F. et al. GZMK-expressing CD8+ T cells promote recurrent airway inflammatory diseases. Nature 638, 490–498,  (2025).

    Google Scholar
93. Tiberti, S. et al. GZMKhigh CD8+ T effector memory cells are associated with CD15high neutrophil abundance in non-metastatic colorectal tumors and predict poor clinical outcome. Nat. Commun. 13, 6752,  (2022).",False
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),RNA velocity pseudotime mathematical theory scVelo 2024 2025 bioinformatics,1,[PDF] GraphVelo allows for accurate inference of multimodal velocities ...,https://www.biorxiv.org/content/10.1101/2024.12.03.626638v4.full.pdf,www.biorxiv.org,0.48806435,(a) Peak RNA velocity across pseudotime for highly variable genes. ... gene sets: i) scVelo RNA velocity based on all velocity genes; ii) scVelo RNA velocity,False
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),zero-inflated negative binomial single-cell denoising 2024 2025 bioinformatics,3,"stGRL: spatial domain identification, denoising, and imputation ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC12211972/,pmc.ncbi.nlm.nih.gov,0.4687669,stGRL employs an encoder-decoder architecture with a zero-inflated negative binomial (ZINB) distribution to reconstruct input data while effectively addressing,True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),zero-inflated negative binomial single-cell denoising 2024 2025 bioinformatics,4,Applications of AI to single-cell and spatial transcriptomics - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC12886477/,pmc.ncbi.nlm.nih.gov,0.4687669,"For instance, loss functions can use negative binomial or zero-inflated negative binomial distributions, which are appropriate for single-cell and spatial",True
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),cell atlas integration correspondence matching spatial transcriptomics 2024 2025,4,A comprehensive review of spatial transcriptomics data alignment and integration - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC12199153/,pmc.ncbi.nlm.nih.gov,0.45871297,"process. STalign  utilizes diffeomorphic metric mapping, a landmark-free image registration technique which finds a smooth mapping between all voxels in the images. The process begins with rasterization, converting vector graphics into a raster image, followed by representing the spatial locations of individual cells using varifold measures. Gaussian kernels are then applied to smooth out the spatial distribution of cells, reducing noise and refining spatial relationships. It solves the mapping that minimizes dissimilarity between images, guided by an objective function comprising regularization and matching terms. This objective function incorporates a Gaussian mixture model that groups similar data points based on their inherent structure to decompose the spatial data into matching [...] Fourth, GB algorithms are particularly suitable for finding OT cost minimization. The objective is to identify an alignment that minimizes a defined cost function, which often represents the spatial distance between corresponding nodes (spots) in different slices. This approach leverages the inherent spatial relationships within the data to establish meaningful correspondences between spatial locations, facilitating the integration and analysis of gene expression patterns across multiple tissue slices. Graph matching algorithms can serve better observation on the correspondence as it preserve the spatial relationship between each spots. SLAT  and BiGATAE  focus on aligning datasets by minimizing the cost of a bipartite matching problem of their spatial graphs. SLAT  utilizes a lightweight [...] Both types of tasks outlined in Table 1 aim to improve resolution and enhance gene expression coverage in ST data. This process helps eliminate redundancies and noise in the raw data, making it more suitable for downstream analysis. Additionally, aligning and integrating the data preserves the spatial context, which is crucial for gaining deeper insights into biological processes. The alignment and integration of ST data can utilize the full potential of the dataset, improving spatial domain identification and enabling a comprehensive 3D view of the tissue section, which can potentially lead to the visualization of a complete tissue atlas. This process greatly benefits downstream analyses such as tissue profiling [7, 12], cellular trajectory analysis , and cell-type identification [7, 14,",True
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),cross-modality single-cell alignment graph matching optimal transport 2024 2025,3,Virtual Cells: From Conceptual Frameworks to Biomedical Applications,https://arxiv.org/html/2509.18220v1,arxiv.org,0.38852578,"At the single-cell level, careful handling of batch effects and cross-platform alignment remains central. Various methods such as canonical correlation, mutual nearest neighbors, variational autoencoders, and optimal transport have been employed to integrate RNA, ATAC, protein, and spatial measurements, thereby aiding in the creation of atlases, lineage inference, and the initiation of simulations . Manifold and graph-based alignment improves cross-modal harmonization; however, excessive correction can obscure genuine biological signals. Joint embeddings and graph neighborhoods, as demonstrated by Stuart and Satija, effectively capture both shared and modality-specific signals, thereby improving reference mapping and perturbation analysis . Despite of these advancements, the challenges of [...] Single-cell resolution benchmarking has been thoroughly investigated. Luecken et al. evaluated atlas-level integration strategies, establishing benchmarks for scalability, batch correction, and the preservation of biological signals . Argelaguet et al. conducted an examination of matched and unmatched modalities, highlighting that excessive correction may obscure genuine signals, while insufficient correction could amplify false clusters. The assessments included CCA, MNN, VAEs, and optimal transport, following established protocols and providing guidance for atlas-scale benchmarks. Stuart and Satija introduced joint embeddings and graph neighborhoods for integrative single-cell analysis, showing improved downstream reproducibility across laboratories . Efremova and Teichmann improved [...] Advances in multimodal modeling have been particularly impactful at the single-cell level, where high-dimensional data streams must be harmonized. Stuart et al. devised methodologies for the integration of RNA, ATAC, protein, and spatial modalities, illustrating that manifold alignment, canonical correlation, and variational autoencoders improve cross-modal harmonization, despite persistent challenges such as over-correction and modality imbalance . Satija et al. illustrated that joint embeddings and graph neighborhoods successfully capture both shared and modality-specific signals, resulting in precise integrated atlases and perturbation models, while highlighting challenges including batch drift and missing features . Johnson et al. defined ”living” Virtual Cells that constantly combine",True
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),cell atlas integration correspondence matching spatial transcriptomics 2024 2025,5,"A single-cell, spatial transcriptomic atlas of the Arabidopsis life cycle - PMC",https://pmc.ncbi.nlm.nih.gov/articles/PMC12416547/,pmc.ncbi.nlm.nih.gov,0.38769087,"a and b, Quality metrics of the Curio spatial transcriptomics dataset of germinating seeds. Log10 values of (a) the number of transcripts and (b) the number of genes detected per spot in spatial coordinates. Scale bar length is depicted. c, Representative micrograph of a cryosectioned seed. Regions of the seedling that correspond to clusters in the spatial transcriptomic dataset are false colored accordingly. Scale bar length is depicted. d, Dimensionality reduction and de novo clustering of spatial transcriptomics data of 1.25-day-old germinating seeds. e and f, Mapping of clusters to spatial coordinates. Colors correspond to cell types and anatomical regions of germinating seeds (c). g to m, Cross-comparison of spatial transcriptomics derived cluster markers in the matched droplet-based [...] a, The collected tissues over the ten developmental time points spanning the plant life cycle, including imbibed and germinating seeds (0 days and 1.25 days); three stages of seedling development (3 days, 6 days and 12 days); developing and fully expanded rosettes (21 days and 30 days); the stem (37 days), including basal, apical and branched regions; flower tissue (stages 6–15; ref. 30); and siliques (stages 2–10; ref. 29). Developmental time points surrounded by solid lines denote matching single-nucleus and spatial transcriptomic datasets. b,c, Paired single-nucleus and spatial transcriptomic datasets generated in our study. d, Uniform manifold approximation and projection (UMAP) plots of each dataset with select cluster annotations displayed for each dataset. e, Spatial transcriptomic [...] transcriptome atlases as a foundational dataset of the Arabidopsis life cycle. These datasets reveal diverse molecular identities integrating cell type and state, including universal and development- and organ-specific cell-type marker genes.",True
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),RNA velocity pseudotime mathematical theory scVelo 2024 2025 bioinformatics,5,InterVelo: a mutually enhancing model for estimating pseudotime ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC12552101/,pmc.ncbi.nlm.nih.gov,0.38546777,"RNA velocity has become a powerful tool for uncovering transcriptional dynamics in snapshot single-cell data. However, current RNA velocity approaches often",True
b2_multimodal_integration,B2 — 多模态单细胞数据整合 (Multi-Modal & Cross-Assay Integration),cell atlas integration correspondence matching spatial transcriptomics 2024 2025,6,An integrated transcriptomic cell atlas of human endoderm-derived organoids | Nature Genetics,https://www.nature.com/articles/s41588-025-02182-6,www.nature.com,0.35421017,"Single-cell transcriptome sequencing technologies have advanced organoid research by offering a powerful set of experimental and computational tools to investigate cell types present in these complex 3D models. Despite immense progress, it remains a challenge to understand and quantify organoid fidelity and to place variation between organoid datasets into a larger context. To begin to address these challenges, we have built an integrated cell atlas of organoids that model endoderm-derived tissues, incorporating organoid datasets that have been generated from multiple different types of stem cells and protocols. We have established a framework for integration and harmonized cell-type annotation, which makes interpreting cell heterogeneity between organoid datasets tractable. Harmonization [...] the diverse data (Fig. 1e and Extended Data Fig. 1e). The integrated atlas was reannotated based on the most frequent cell type in each cluster, resulting in 5 cell classes at level 1, 48 cell types at level 2 and 51 cell subtypes at level 3 (Fig. 1f–h and Extended Data Fig. 1f). Comparing annotations before and after integration with annotations in the original manuscripts showed a high consistency across most cell-type labels (Extended Data Fig. 2a–c). Inconsistencies were related to states on continuous differentiation trajectories and nomenclature granularity between publications (Supplementary Table 3). Integration performance was unaffected by stem cell source, single-cell method or tissue type, but dataset origin substantially influenced integration outcomes (Extended Data Fig. 3 [...] between organoid datasets tractable. Harmonization of cell-type annotation and nomenclature is challenging, and we envision that comprehensive integrated reference atlases across the human lifespan will enhance the robustness of cell annotation in organoid datasets. With regard to atlas building, single-cell transcriptome data from diverse experimental designs can introduce strong technical noise because of batch effects, protocol variation, genomic method and other technical biases, making data integration challenging. To overcome this, we evaluated existing integration methods and identified a suitable model based on bioconservation and integration metrics. This integration method, scPoli, is structured to incorporate additional data, enabling rapid comparison of datasets through the",False
b3_trajectory_alignment,B3 — 轨迹推断与细胞状态对齐 (Trajectory Inference & Cell State Alignment),RNA velocity pseudotime mathematical theory scVelo 2024 2025 bioinformatics,6,Using pseudotime derivative on single-cell RNA sequencing data to ...,https://academic.oup.com/bioinformaticsadvances/article/5/1/vbaf123/8152879,academic.oup.com,0.35140064,"We utilize a well-established pseudotime method, along with the predicted and real expression of genes to calculate the velocity of individual genes. We then",True
b1_sc_qc_noise,B1 — 单细胞数据质控: 噪声建模与稀疏数据处理 (QC: Noise & Sparsity Modeling),zero-inflated negative binomial single-cell denoising 2024 2025 bioinformatics,5,From noise to models to numbers: Evaluating negative binomial ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC13046287/,pmc.ncbi.nlm.nih.gov,0.34283602,"The Negative Binomial (NB) distribution is widely used to approximate transcript count distributions in single-cell RNA sequencing (scRNA-seq) data,",True
